name,Latitude,Longitude,Number,Street,City,State,County,Zip,url,count,total_homeless,adjusted_homeless
Beyond Shelter,33.782005,-118.209021,1301,W 12th St N,Long Beach,CA,Long Beach CoC,90813,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11240,5,2034,406.8
Casa Youth Shelter,33.803977,-118.06965,10911,Reagan St,Los Alamitos,CA,"Santa Ana, Anaheim/Orange County CoC",90720,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7237,27,6978,258.44444444444446
Los Angeles Youth Network,34.103333,-118.314582,1754,Taft Ave,Los Angeles,CA,Los Angeles City & County CoC,90028,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9811,63,63706,1011.2063492063492
Salvation Army Hope Harbor Los Angeles,34.0223,-118.27511,3107,S Grand Ave,Los Angeles,CA,Los Angeles City & County CoC,90007,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13788,63,63706,1011.2063492063492
Ella's Foundation Homeless Services,34.025696,-118.285121,3175,S Hoover St,Los Angeles,CA,Los Angeles City & County CoC,90007,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11758,63,63706,1011.2063492063492
Good Seed Shelter,34.01071,-118.32385,2814,W Martin Luther King Jr Blvd,Los Angeles,CA,Los Angeles City & County CoC,90008,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13814,63,63706,1011.2063492063492
Jenesse Center,34.006122,-118.338974,3761,Stocker St,View Park,CA,Los Angeles City & County CoC,90008,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7663,63,63706,1011.2063492063492
"Jenesse Center, Inc.",34.006122,-118.338974,3761,Stocker St,View Park,CA,Los Angeles City & County CoC,90008,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9801,63,63706,1011.2063492063492
El Puente Bridge Housing,34.05492,-118.23798,711,N Alameda St,Los Angeles,CA,Los Angeles City & County CoC,90012,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15863,63,63706,1011.2063492063492
Downtown Women's Center,34.04464,-118.2434,442,S San Pedro St,Los Angeles,CA,Los Angeles City & County CoC,90013,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14417,63,63706,1011.2063492063492
Emmanuel Baptist Rescue Mission,34.04351,-118.2431,530,E 5th St,Los Angeles,CA,Los Angeles City & County CoC,90013,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10395,63,63706,1011.2063492063492
Los Angeles Mission,34.0449,-118.24543,303,E 5th St,Los Angeles,CA,Los Angeles City & County CoC,90013,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12684,63,63706,1011.2063492063492
Union Rescue Mission,34.04311,-118.24486,545,S San Pedro St,Los Angeles,CA,Los Angeles City & County CoC,90013,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10360,63,63706,1011.2063492063492
The Midnight Mission,34.04226,-118.2455,601,S San Pedro St,Los Angeles,CA,Los Angeles City & County CoC,90014,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13539,63,63706,1011.2063492063492
Zahn Memorial Center,34.04652,-118.26411,832,W James M Wood Blvd,Los Angeles,CA,Los Angeles City & County CoC,90015,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15575,63,63706,1011.2063492063492
The People Concern,34.03746,-118.317522,2116,Arlington Ave,Los Angeles,CA,Los Angeles City & County CoC,90018,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11246,63,63706,1011.2063492063492
Friends Helping Friends LA Transitional Housing,34.019913,-118.329164,3701,Cherrywood Ave,Los Angeles,CA,Los Angeles City & County CoC,90018,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11661,63,63706,1011.2063492063492
Salvation Army Westwood Transitional Village,34.0513,-118.44774,1401,S Sepulveda Blvd,Los Angeles,CA,Los Angeles City & County CoC,90025,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11248,63,63706,1011.2063492063492
PATH Hollywood,34.096065,-118.311933,5627,Fernwood Ave,Los Angeles,CA,Los Angeles City & County CoC,90028,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11710,63,63706,1011.2063492063492
Salvation Army The Way In Drop In Shelter For Youth,34.101863,-118.319256,5939,Hollywood Blvd,Los Angeles,CA,Los Angeles City & County CoC,90028,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9715,63,63706,1011.2063492063492
Dolores Mission,34.046652,-118.223081,171,S Gless St,Los Angeles,CA,Los Angeles City & County CoC,90033,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14420,63,63706,1011.2063492063492
Good Seed Shelter Los Angeles,33.979452,-118.322467,6568,5th Ave,Los Angeles,CA,Los Angeles City & County CoC,90043,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15873,63,63706,1011.2063492063492
City of Refuge Rescue Mission Personal Good Service,33.96021,-118.28777,823,W Manchester Ave,Los Angeles,CA,Los Angeles City & County CoC,90044,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11243,63,63706,1011.2063492063492
Casa Azul Shelter,34.06197,-118.27094,1920,W 3rd St,Los Angeles,CA,Los Angeles City & County CoC,90057,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15864,63,63706,1011.2063492063492
Angel's Flight Youth Shelter,34.06094,-118.27265,357,S Westlake Ave,Los Angeles,CA,Los Angeles City & County CoC,90057,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15532,63,63706,1011.2063492063492
Good Shepherd Center for Homeless Women,34.065185,-118.264669,1650,Rockwood St,Los Angeles,CA,Los Angeles City & County CoC,90026,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10210,63,63706,1011.2063492063492
A Bridge Home Imperial,33.92921,-118.23095,2316,E Imperial Hwy,Los Angeles,CA,Los Angeles City & County CoC,90059,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15904,63,63706,1011.2063492063492
New Directions Oasis for Veteran Women,34.054767,-118.453846,11303,Wilshire Blvd,Los Angeles,CA,Los Angeles City & County CoC,90073,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11241,63,63706,1011.2063492063492
Shields for Families,33.927163,-118.228587,11705,Deputy Yamamoto Pl,Lynwood,CA,Los Angeles City & County CoC,90262,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11219,63,63706,1011.2063492063492
Manteca Warming Center,37.787138,-121.211086,555,Industrial Park Dr,Manteca,CA,Stockton/San Joaquin County CoC,95337,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20439,3,2677,892.3333333333334
Community Homeless Solutions,36.672544,-121.774959,3087,Wittenmyer Ct,Marina,CA,"Salinas/Monterey, San Benito Counties CoC",93933,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14340,5,2683,536.6
"SHELTER, Inc. of Contra Costa",37.991661,-122.088867,1815,Arnold Dr,Martinez,CA,Richmond/Contra Costa County CoC,94553,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7871,16,2277,142.3125
SAFE Place,38.012661,-122.121016,2244,Pacheco Blvd,Martinez,CA,Richmond/Contra Costa County CoC,94553,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7928,16,2277,142.3125
Life Moves | Haven Family House,37.476273,-122.169216,260,Van Buren Rd,Menlo Park,CA,Daly/San Mateo County CoC,94025,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12136,13,1572,120.92307692307692
American Family Housing,33.74242,-117.988003,15161,Jackson St,Midway City,CA,"Santa Ana, Anaheim/Orange County CoC",92655,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15267,27,6978,258.44444444444446
Salvation Army Berberian Homeless Shelter and Transitional Living Center,37.633907,-120.993964,320,9th St,Modesto,CA,"Turlock, Modesto/Stanislaus County CoC",95350,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13794,8,2107,263.375
Modesto Gospel Mission,37.637715,-120.972743,1400,Yosemite Blvd,Modesto,CA,"Turlock, Modesto/Stanislaus County CoC",95354,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10530,8,2107,263.375
Hutton House,37.638467,-120.987231,201,Jennie St,Modesto,CA,"Turlock, Modesto/Stanislaus County CoC",95354,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10532,8,2107,263.375
Haven Women's Center,37.639526,-120.993184,618,13th St,Modesto,CA,"Turlock, Modesto/Stanislaus County CoC",95354,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10531,8,2107,263.375
Community Housing & Shelter Services,37.636532,-121.000256,708,H St,Modesto,CA,"Turlock, Modesto/Stanislaus County CoC",95354,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7339,8,2107,263.375
Family Promise of Greater Modesto,37.653208,-121.041794,2301,Woodland Ave,Modesto,CA,"Turlock, Modesto/Stanislaus County CoC",95358,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12328,8,2107,263.375
Community Solutions Transitional Housing Program (THP),37.117779,-121.6425,16264,Church St,Morgan Hill,CA,San Jose/Santa Clara City & County CoC,95037,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7348,22,9605,436.59090909090907
Graduate House Shelter Lifemoves,37.380185,-122.066992,813,Alice Ave,Mountain View,CA,San Jose/Santa Clara City & County CoC,94041,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14312,22,9605,436.59090909090907
The Salvation Army Napa,38.294642,-122.28696,590,Franklin St,Napa,CA,Napa City & County CoC,94559,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14019,2,464,232.0
South Napa Shelter,38.283615,-122.279587,100,Hartle Ct,Napa,CA,Napa City & County CoC,94559,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14414,2,464,232.0
Second Chance Newark CA,37.5341,-122.032309,6330,Thornton Ave,Newark,CA,"Oakland, Berkeley/Alameda County CoC",94560,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14594,22,8137,369.8636363636364
A Better Living Permanent Housing and Supportive Services,34.24755,-118.46542,9733,N Columbus Ave,North Hills,CA,Los Angeles City & County CoC,91343,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15124,63,63706,1011.2063492063492
LAFH,34.213355,-118.388056,7843,Lankershim Blvd,North Hollywood,CA,Los Angeles City & County CoC,91605,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14416,63,63706,1011.2063492063492
Home Again Shelter,34.229875,-118.534665,8740,Canby Ave,Northridge,CA,Los Angeles City & County CoC,91325,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14529,63,63706,1011.2063492063492
San Fernando Valley Rescue Mission,34.230292,-118.534668,8756,Canby Ave,Northridge,CA,Los Angeles City & County CoC,91325,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15852,63,63706,1011.2063492063492
24,37.770622,-122.210436,4700,International Blvd,Oakland,CA,"Oakland, Berkeley/Alameda County CoC",94601,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7079,22,8137,369.8636363636364
CityTeam Ministries Oakland,37.800273,-122.274945,722,Washington St,Oakland,CA,"Oakland, Berkeley/Alameda County CoC",94607,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10547,22,8137,369.8636363636364
Interfaith Community Services Coastal Service Center,33.245912,-117.309322,4700,N River Rd N,Oceanside,CA,San Diego City and County CoC,92057,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14666,23,7638,332.0869565217391
Catholic Charities Ontario,34.055491,-117.636297,904,E California St,Ontario,CA,San Bernardino City & County CoC,91761,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14597,14,3125,223.21428571428572
Oroville Rescue Mission Men's Shelter,39.491258,-121.551397,4250,Lincoln Blvd,Oroville,CA,"Chico, Paradise/Butte County CoC",95966,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14670,6,1274,212.33333333333334
Oroville Rescue Mission Women's Shelter,39.491258,-121.551397,4250,Lincoln Blvd,Oroville,CA,"Chico, Paradise/Butte County CoC",95966,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14671,6,1274,212.33333333333334
Ventura County Rescue Mission,34.196048,-119.175212,234,E 6th St,Oxnard,CA,"Oxnard, San Buenaventura/Ventura County CoC",93030,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10490,6,1787,297.8333333333333
Lighthouse for Women & Children,34.203874,-119.175068,150,N Hayes Ave,Oxnard,CA,"Oxnard, San Buenaventura/Ventura County CoC",93030,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15576,6,1787,297.8333333333333
Pacifica Resource Center,37.634959,-122.491781,1809,Palmetto Ave,Pacifica,CA,Daly/San Mateo County CoC,94044,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12145,13,1572,120.92307692307692
Mary Stuart Rogers Center,33.722264,-116.381827,73,Alessandro Dr,Palm Desert,CA,Riverside City & County CoC,92260,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14361,12,2884,240.33333333333334
Palo Alto Opportunity Center,37.439309,-122.160987,33,Encina Ave,Palo Alto,CA,San Jose/Santa Clara City & County CoC,94301,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7862,22,9605,436.59090909090907
The Opportunity Center,37.427644,-122.138215,2507,Alma St,Palo Alto,CA,San Jose/Santa Clara City & County CoC,94301,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7349,22,9605,436.59090909090907
The Celebration House,39.704570,-121.812690,101,Skyway Ave,Paradise,CA,"Chico, Paradise/Butte County CoC",95966,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15178,6,1274,212.33333333333334
Union Station Homeless Services,34.158461,-118.133491,825,E Orange Grove Blvd,Pasadena,CA,Pasadena CoC,91104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10852,7,527,75.28571428571429
Euclid Villa Transitional Apartments,34.143125,-118.142477,154,S Euclid Ave,Pasadena,CA,Pasadena CoC,91101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11226,7,527,75.28571428571429
Centennial Place Permanent Housing,34.148079,-118.145554,235,E Holly St,Pasadena,CA,Pasadena CoC,91101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11227,7,527,75.28571428571429
HPRP Pasadena Homeless Services,34.156827,-118.151582,649,N Fair Oaks Ave,Pasadena,CA,Pasadena CoC,91103,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11230,7,527,75.28571428571429
Back To Life Community Living House Transitional Housing,34.168943,-118.156544,280,W Washington Blvd,Pasadena,CA,Pasadena CoC,91103,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11638,7,527,75.28571428571429
ABL My Family House,34.16959,-118.152614,1385,El Sereno Ave,Pasadena,CA,Pasadena CoC,91103,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15024,7,527,75.28571428571429
Homeless Adult Center,34.138665,-118.148193,412,S Raymond Ave,Pasadena,CA,Pasadena CoC,91105,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11225,7,527,75.28571428571429
H.O.S.T. (Helping Others Sleep Tonight),37.465975,-121.128216,405,S 4th St,Patterson,CA,"Turlock, Modesto/Stanislaus County CoC",95363,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14097,8,2107,263.375
Community Resource Center Puente,37.256566,-122.378084,620,North St,Pescadero,CA,Daly/San Mateo County CoC,94060,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12146,13,1572,120.92307692307692
COTS Family Center Petaluma,38.226522,-122.619762,1500,Petaluma Blvd S,Petaluma,CA,"Santa Rosa, Petaluma/Sonoma County CoC",94952,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14424,11,2745,249.54545454545453
COTS Mary Isaak Center,38.233652,-122.623229,900,Hopper St,Petaluma,CA,"Santa Rosa, Petaluma/Sonoma County CoC",94952,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10282,11,2745,249.54545454545453
H.I.S. House (Homeless Intervention  Shelter),33.880232,-117.868496,907,N Bradford Ave,Placentia,CA,"Santa Ana, Anaheim/Orange County CoC",92870,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15264,27,6978,258.44444444444446
Inland Valley Hope Partners,34.077452,-117.752935,1753,N Park Ave,Pomona,CA,Los Angeles City & County CoC,91768,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14599,63,63706,1011.2063492063492
Porterville CA Womens Shelter,36.07979,-119.019147,770,N Main St,Porterville,CA,"Visalia/Kings, Tulare Counties CoC",93257,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12667,6,1297,216.16666666666666
Rancho Cordova HART,38.624408,-121.267252,11223,Trinity River Dr,Rancho Cordova,CA,Sacramento City & County CoC,95670,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15489,8,5511,688.875
P.A.T.H. Homeless Outreach Center,40.186878,-122.211434,440,Antelope Blvd,Red Bluff,CA,Tehama County CoC,96080,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15154,1,300,300.0
Good News Rescue Mission,40.570026,-122.38832,2842,S Market St,Redding,CA,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",96001,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10435,2,1529,764.5
Our House Youth Shelter,34.061271,-117.168709,940,Stillman Ave,Redlands,CA,San Bernardino City & County CoC,92374,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12528,14,3125,223.21428571428572
Salvation Army Cold Weather Shelter,34.063864,-117.181094,838,Alta St,Redlands,CA,San Bernardino City & County CoC,92374,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13968,14,3125,223.21428571428572
Shelter Network Redwood City,37.472139,-122.221722,110,Locust St,Redwood City,CA,Daly/San Mateo County CoC,94061,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8029,13,1572,120.92307692307692
